sno,uni_fk,aqi,co,no2,so2,nh3,latitude,longitude,currency,geohash,drive_in,speed_in,timezone,what3words,city,state,address
1123,6514,0,NULL,NULL,NULL,NULL,38.9535,-95.2631,USD,9yum85r890s9165sc9hz,right,mph,CST,rust.expert.junior,Lawrence,Kansas,"University of Kansas, 1450 Jayhawk Boulevard, Lawrence, KS 66045, United States of America"
1124,6515,0,NULL,NULL,NULL,NULL,55.3679,10.428,DKK,u1z6vr3mrjgp3zth945r,right,km/h,CET,biked.copiers.juggler,Odense,"Region of Southern Denmark","University of Southern Denmark, Moseskovvej, 5220 Odense SØ, Denmark"
1125,6516,0,NULL,NULL,NULL,NULL,65.0593,25.4674,EUR,ued45e8y03wq8kn9g0xz,right,km/h,EET,binder.founders.remove,Oulu,,"University of Oulu, Erkki Koiso-Kanttilan katu, 90570 Oulu, Finland"
1126,6517,0,NULL,NULL,NULL,NULL,33.6532,73.2669,PKR,ttup7nr7gkhp58hsgvfc,left,km/h,PKT,mysteries.coverings.meatballs,,"Islamabad Capital Territory","Pakistan Institute of Engineering and Applied Sciences (PIEAS), Market Road, Islamabad Capital Territory 44000, Pakistan"
1127,6518,0,NULL,NULL,NULL,NULL,51.7549,-1.22423,GBP,gcpnkjsw37cmk8btuf3q,left,mph,GMT,rental.escape.cubes,Oxford,England,"Oxford Brookes University Gipsy Lane Site, Headington Road, Oxford, OX3 7TD, United Kingdom"
1128,6519,0,NULL,NULL,NULL,NULL,-10.5875,142.212,AUD,rnj5u0egs0wbhwku30e3,left,km/h,AEST,opulence.seat.dozens,,Queensland,"James Cook University, Waiben Lane, Thursday Island QLD 4875, Australia"
1129,6520,0,NULL,NULL,NULL,NULL,41.8218,-72.2428,USD,drktuj6mmkdm7cxwerf8,right,mph,EST,proudly.initiation.disjointed,,Connecticut,"University of Connecticut, Bundy Lane, Gurleyville, Mansfield, CT 06269, United States of America"
1130,6521,0,NULL,NULL,NULL,NULL,23.5919,58.1677,OMR,tk1q5wu2ws4nt4f9p2n8,right,km/h,+04,chambers.toggle.bucket,Seeb,Muscat,"Sultan Qaboos University, Sultan Qaboos University West Entrance, 124, Seeb, Muscat, Oman"
1131,6522,0,NULL,NULL,NULL,NULL,25.0253,121.561,TWD,wsqqq5wr4cutwsx4h2nb,right,km/h,CST,safety.climate.window,Taipei,,"Taipei Medical University, 250 Wuxing Street, Xinyi District, Taipei 11031, Taiwan"
1132,6523,0,NULL,NULL,NULL,NULL,48.5839,7.74553,EUR,u0ts2k2jggjg89mkg8xq,right,km/h,CET,inhaler.insist.property,,Alsace,"Strasbourg, Bas-Rhin, France"
1133,6524,0,NULL,NULL,NULL,NULL,4.97821,114.901,BND,w8csqdk0pw6x0em3t9wp,left,km/h,+08,subtracting.heads.dolphin,,,"Universiti Teknologi Brunei, Jalan Universiti, Tungku, BE1410, Brunei"
1134,6525,0,NULL,NULL,NULL,NULL,29.8631,77.8913,INR,ttr3ukqtmfvj36ncxnqn,left,km/h,IST,combines.headsets.fights,,Uttarakhand,"Roorkee, Haridwar, India"
1135,6526,0,NULL,NULL,NULL,NULL,42.7299,-73.6795,USD,dree56spy6c0uqum8yku,right,mph,EST,piper.port.alive,Troy,"New York","Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, United States of America"
1136,6527,0,NULL,NULL,NULL,NULL,-37.8206,145.039,AUD,r1r0u6vyuvfs5jcmgfdz,left,km/h,AEDT,gather.drops.bounty,Melbourne,Victoria,"Swinburne University of Technology (Hawthorn Campus), John Street, Hawthorn VIC 3122, Australia"
1137,6528,0,NULL,NULL,NULL,NULL,-34.5963,-58.4177,ARS,69y7ntvw06evx3h2w2b0,right,km/h,-03,views.package.apple,"Autonomous City of Buenos Aires","Buenos Aires","Universidad de Palermo, José Antonio Cabrera, Palermo, C1186 AAN Buenos Aires, Argentina"
1138,6529,0,NULL,NULL,NULL,NULL,56.4563,84.9484,RUB,vfh3jj999s1yvepggn0n,right,km/h,+07,together.petition.sweat,Tomsk,"Tomsk Oblast","Tomsk Polytechnic University, Lenin Avenue, Кировский район, Tomsk, Tomsk Oblast, Russia, 634000"
1139,6530,0,NULL,NULL,NULL,NULL,22.1283,113.544,MOP,webtzu24cy1d2qk0pd6g,left,km/h,CST,defender.punctual.edits,,Macau,"University of Macau, Research Street East, 澳門大學 Universidade de Macau, 999078 Macau, China"
1140,6531,0,NULL,NULL,NULL,NULL,46.0704,11.1207,EUR,u0pyj4cgsn8g8m2qmnq0,right,km/h,CET,trumpet.painting.reform,,"Trentino-Alto Adige","Trento, Italy"
1141,6532,0,NULL,NULL,NULL,NULL,43.7085,10.4036,EUR,spz2sszstkw3m7ff9heu,right,km/h,CET,juror.belonged.pirate,,Tuscany,"Pisa, Italy"
1142,6533,0,NULL,NULL,NULL,NULL,69.6819,18.9725,NOK,ukmkrtpqe0fmeur7zpj1,right,km/h,CET,laws.ripples.safest,Tromsø,,"University of Tromsø - The arctic university of Norway, Geology Walk Path to the Botanical Gardens, 9037 Tromsø, Norway"
1143,6534,0,NULL,NULL,NULL,NULL,55.7907,49.1219,RUB,v1fvmu3krgm5fgnk49vx,right,km/h,MSK,branded.womb.fires,Kazan,Tatarstan,"Kazan Federal University, Kremlyovskaya Street 18, Staro-Tatarskaya Sloboda, Kazan, Tatarstan, Russia, 420008"
1144,6535,0,NULL,NULL,NULL,NULL,55.6509,37.5007,RUB,ucfst6gnnm8d6s9507pw,right,km/h,MSK,penned.pulsing.neck,,Moscow,"Peoples' Friendship University of Russia, Lomonosovsky District, Moscow, Russia"
1145,6536,0,NULL,NULL,NULL,NULL,39.6738,-104.934,USD,9xj3snmks4dt5kxg8mbr,right,mph,MST,basket.haven.lived,Denver,Colorado,"Denver Academy, 4400 East Iliff Avenue, Denver, CO 80222, United States of America"
1146,6537,0,NULL,NULL,NULL,NULL,34.7276,135.237,JPY,xn0jt3uwgdpez55f6wmq,left,km/h,JST,they.helping.poker,Kobe,"Hyogo Prefecture","Kobe University, 神戸六甲線, Nada Ward, Kobe, Hyogo Prefecture 657-0066, Japan"
1147,6538,0,NULL,NULL,NULL,NULL,61.4952,23.7819,EUR,udbvv4v7qegsxxc3ft7j,right,km/h,EET,topic.task.subjects,Tampere,,"University, Kalevantie, 33100 Tampere, Finland"
1148,6539,0,NULL,NULL,NULL,NULL,30.0428,31.2366,EGP,stq4yv1u14n8ewrzg4tx,right,km/h,EET,correctly.forever.surround,Cairo,"Cairo Governorate","American University in Cairo, Al Qasr Al Eini Street, Bab al Luq, Cairo, 11519, Egypt"
1149,6540,0,NULL,NULL,NULL,NULL,47.25,9.25,CHF,u0qsf3xehw7uv1sgpq3h,right,km/h,CET,servicing.kicked.relay,,"Saint Gallen","Saint Gallen, Switzerland"
1150,6541,0,NULL,NULL,NULL,NULL,36.1343,-80.2781,USD,dnqvt4p3b268r14p3m1b,right,mph,EST,island.delay.paint,Winston-Salem,"North Carolina","Wake Forest University, Wake Forest Road, Reynolda Village, Winston-Salem, NC 27106, United States of America"
1151,6542,0,NULL,NULL,NULL,NULL,30.5155,114.408,CNY,wt3me7jm82uhr3vcz1cm,right,km/h,CST,homework.prepares.instant,Wuhan,Hubei,"Huazhong University of Science and Technology, 1037号 珞喻路, 东湖新技术开发区, 430074 Hubei, China"
1152,6543,0,NULL,NULL,NULL,NULL,-36.75,144.283,AUD,r1qwgjz7fbfpb54kwgn6,left,km/h,AEDT,opposing.groups.jets,Bendigo,Victoria,"La Trobe University, Arnold Street, Bendigo VIC 3550, Australia"
1153,6544,0,NULL,NULL,NULL,NULL,33.6448,72.9918,PKR,ttgzkuygr8y9mkcq520m,left,km/h,PKT,moderated.merit.topic,Islamabad,"Islamabad Capital Territory","National University of Sciences and Technology (NUST), Sector H 12 Kashmir Highway, G-13, Islamabad 44000, Pakistan"
1154,6545,0,NULL,NULL,NULL,NULL,-39.8068,-73.2531,CLP,62gvt16sqyu3pyj306y8,right,km/h,-03,dabbing.bravest.sued,Valdivia,"Los Ríos Region","Universidad Austral, Valdivia, Chile"
1155,6546,0,NULL,NULL,NULL,NULL,-26.1889,28.0248,ZAR,ke7gj8rn8yxmvm0z6grp,left,km/h,SAST,revision.slippery.splash,Johannesburg,Gauteng,"University of the Witwatersrand, Empire Road, Braamfontein, Johannesburg, 2001, South Africa"
1156,6547,0,NULL,NULL,NULL,NULL,46.7338,-117.15,USD,c2k9y5w5uwx5hqbyu5bj,right,mph,PST,remove.treat.assets,,Washington,"Washington State University, Pullman Community Garden at Koppel Farm, Selma Koppel Path, Pullman, WA 99164-1912, United States of America"
1157,6548,0,NULL,NULL,NULL,NULL,40.2073,-8.42551,EUR,ez4h8r88r25z7fwk77tu,right,km/h,WET,locating.landings.velocity,Coimbra,,"University of Coimbra, Rua de Entre-Colégios, 3000-447 Coimbra, Portugal"
1158,6550,0,NULL,NULL,NULL,NULL,35.7036,51.3512,IRR,tnke0e8udvevr4uhf0mh,right,km/h,+0330,barefoot.gathers.devours,Tehran,"Tehran Province","Sharif University of Technology, Tehran, District 2, Azadi Street, Tehran Province, Iran"
1159,6551,0,NULL,NULL,NULL,NULL,35.9516,-83.9309,USD,dnkkd0g3kww3x0unbks7,right,mph,EST,tell.prefer.liver,Knoxville,Tennessee,"University of Tennessee, South 17th Street, Knoxville, TN 37996, United States of America"
1160,6552,0,NULL,NULL,NULL,NULL,49.9842,8.2791,EUR,u0vuk7kej027ky8cnhrm,right,km/h,CET,eaten.excuse.circular,,Rheinland-Pfalz,"Mainz, Rheinland-Pfalz, Germany"
1161,6553,0,NULL,NULL,NULL,NULL,22.6278,120.266,TWD,wsj88xr2629pn6f8xx85,right,km/h,CST,linked.risks.tomorrow,Kaohsiung,,"National Sun Yat-sen University, 70 Lianhai Road, Gushan District, Kaohsiung 804, Taiwan"
1162,6554,0,NULL,NULL,NULL,NULL,37.5088,126.962,KRW,wydm3h6bdwy4xjyg071b,right,km/h,KST,canines.option.braced,Seoul,,"Chung-Ang University, Seodal-ro 15-gil, Dongjak-gu, Seoul, 06981, South Korea"
1163,6555,0,NULL,NULL,NULL,NULL,48.3064,14.2861,EUR,u2d4v1fv47z8w7mwwmsp,right,km/h,CET,mailbox.plastic.enforced,,"Upper Austria","Linz, Linz Stadt, Austria"
1164,6556,0,NULL,NULL,NULL,NULL,31.3224,121.384,CNY,wtw64nj1uqmw9xc61t2q,right,km/h,CST,tools.blanked.other,"Baoshan District",,"Shanghai University, Jinqiu Road, 201906 Baoshan District, China"
1165,6557,0,NULL,NULL,NULL,NULL,38.6692,-90.3553,USD,9yzezzt28fn1rd6pjm1e,right,mph,CST,wiped.lately.discouraged,,Missouri,"Laval Drive, University City, MO 63132, United States of America"
1166,6558,0,NULL,NULL,NULL,NULL,51.5073,-0.127833,GBP,gcpvj0dgt60fw8fxg7cz,left,mph,GMT,stable.scared.mile,,,"London, United Kingdom"
1167,6559,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1168,6560,0,NULL,NULL,NULL,NULL,31.2631,34.8022,ILS,sv89zgq0yuvzjtkxzpye,right,km/h,IST,rate.paddock.lunging,"Beer Sheva","South District","Ben Gurion University of the Negev, Professor Haim Hanani, 8452566 Beer Sheva, Israel"
1169,6561,0,NULL,NULL,NULL,NULL,29.9412,-90.1201,USD,9vrfm68s1ry795gp7wpc,right,mph,CST,leaflet.flanked.thick,"New Orleans",Louisiana,"Tulane University, 6823 Saint Charles Avenue, Greenville, New Orleans, LA 70118, United States of America"
1170,6562,0,NULL,NULL,NULL,NULL,41.8362,-87.6266,USD,dp3wn00390jzc1stru36,right,mph,CST,exit.banks.cloak,Chicago,Illinois,"Illinois Institute of Technology, 10 West 35th Street, Chicago, IL 60616, United States of America"
1171,6563,0,NULL,NULL,NULL,NULL,38.733,-9.16074,EUR,eyckre1k75meuune0496,right,km/h,WET,diamond.physical.explains,Lisbon,,"Universidade Nova de Lisboa - Campus de Campolide, Rua de Campolide, Lisbon, Portugal"
1172,6564,0,NULL,NULL,NULL,NULL,41.6683,-91.5795,USD,9zqvh13zd27qxbtr2p4k,right,mph,CST,inspector.udder.terminally,"Iowa City",Iowa,"The University of Iowa, Grand Avenue, Iowa City, IA 52246, United States of America"
1173,6565,0,NULL,NULL,NULL,NULL,-35.0249,138.573,AUD,r1f89rfj752g3b6hf52d,left,km/h,ACDT,barks.hiking.pushed,Adelaide,"South Australia","Flinders University, University Drive, Bedford Park SA 5042, Australia"
1174,6566,0,NULL,NULL,NULL,NULL,65.3174,25.3731,EUR,ued596sjhhd9s74md8zd,right,km/h,EET,dish.spreads.reoccur,,Pohjois-Pohjanmaa,"Ii, Oulunkaari, Finland"
1175,6567,0,NULL,NULL,NULL,NULL,47.6603,9.17582,EUR,u0qx0u39s17q96vnsvs4,right,km/h,CET,cardinal.invite.arming,,Baden-Württemberg,"Konstanz, Baden-Württemberg, Germany"
1176,6568,0,NULL,NULL,NULL,NULL,24.9684,121.191,TWD,wsqnjc2gs4rr1rnbnkbd,right,km/h,CST,mincing.senses.elbow,"Taoyuan City",,"National Central University, 300 Jhongda Road, Dingsankwaicuo, Taoyuan City 320, Taiwan"
1177,6569,0,NULL,NULL,NULL,NULL,-33.9315,18.8677,ZAR,k3vqvqgn83z5mh3xzxdx,left,km/h,SAST,uptown.trout.upcoming,"Stellenbosch Local Municipality","Western Cape","Stellenbosch University, Andringa Street, Stellenbosch Ward 9, Stellenbosch Local Municipality, 7599, South Africa"
1178,6570,0,NULL,NULL,NULL,NULL,53.3712,-6.24849,EUR,gc7x9gcvxstf78fzq3zh,left,km/h,GMT,resist.punt.tilt,Dublin,Leinster,"Dublin City University All Hallows Campus, Hampton, Drumcondra South A ED, Dublin, Ireland"
1179,6571,0,NULL,NULL,NULL,NULL,39.1088,117.165,CNY,wwgq6ps9ngs1qd0318kp,right,km/h,CST,pouting.massive.needed,"Nankai District",Tianjin,"Tianjin University, 北洋道, 300381 Tianjin, China"
1180,6572,0,NULL,NULL,NULL,NULL,50.6371,5.56232,EUR,u15bnd4q77zjg3kr99nr,right,km/h,CET,good.frogs.revise,Liège,Liège,"HEC Liège Management School - University of Liège, Rue Saint-Gilles, 4000 Liège, Belgium"
1181,6573,0,NULL,NULL,NULL,NULL,42.3354,-71.1681,USD,drt2udbvy5t8fc3kje4f,right,mph,EST,stir.oddly.bucket,Newton,Massachusetts,"Boston College, 140 Commonwealth Avenue, Newton, MA 02467, United States of America"
1182,6574,0,NULL,NULL,NULL,NULL,51.4817,7.21648,EUR,u1jhu5yyk5jkrcw8ebfb,right,km/h,CET,manager.ignites.replays,,"North Rhine-Westphalia","Bochum, North Rhine-Westphalia, Germany"
1183,6575,0,NULL,NULL,NULL,NULL,41.6832,-0.889331,EUR,ezrm5u0qj04fs91x13ej,right,km/h,CET,saloons.miles.fanfare,Zaragoza,Aragon,"Universidad de Zaragoza, Calle María de Luna, 50018 Zaragoza, Spain"
1184,6576,0,NULL,NULL,NULL,NULL,40.4022,-3.71029,EUR,ezjmge40pvr2bjvxdpwk,right,km/h,CET,disposal.bonus.folk,,Madrid,"Madrid, Spain"
1185,6577,0,NULL,NULL,NULL,NULL,39.9578,116.31,CNY,wx4eqdn5pmf3jdrds1pw,right,km/h,CST,dean.blog.tangible,"Haidian District",Beijing,"Beijing Institute of Technology (BIT), 5 South Zhongguancun Street, 100086 Beijing, China"
1186,6578,0,NULL,NULL,NULL,NULL,39.4762,72.9641,KGS,tx5bs66v38wth6d2zfm2,right,km/h,+06,teatime.devoting.imminently,,"Osh Region","ITMO University Peak, Osh Region, Kyrgyzstan"
1187,6579,0,NULL,NULL,NULL,NULL,-34.5639,-58.4438,ARS,69y7q5f6zssbsmdtfkg4,right,km/h,-03,muffin.healthier.tickets,"Autonomous City of Buenos Aires","Buenos Aires","Universidad de Belgrano, Zabala 1837, Belgrano, C1426 DQG Buenos Aires, Argentina"
1188,6580,0,NULL,NULL,NULL,NULL,60.0059,30.3767,RUB,udtt75xxv7spnzkh2bzc,right,km/h,MSK,electric.seated.gadgets,"Saint Petersburg","Saint Petersburg","Peter the Great Saint Petersburg Polytechnic University, Полюстровский проспект, Финляндский округ, Saint Petersburg, Russia, 190000"
1189,6581,0,NULL,NULL,NULL,NULL,20.2125,-105.368,MXN,9et4fr9dr716zpe667pf,right,km/h,CST,abundance.trailed.assorted,,Jalisco,"Paulo, Cabo Corrientes, Mexico"
1190,6582,0,NULL,NULL,NULL,NULL,52.1344,-106.628,CAD,c9k0tdu108nvns9kpw5p,right,km/h,CST,concerts.suffix.vines,Saskatoon,Saskatchewan,"University of Saskatchewan, East Road, Saskatoon, SK S7N 2Z8, Canada"
1191,6583,0,NULL,NULL,NULL,NULL,52.4862,-1.8885,GBP,gcqdt4bf6f2cr11qpujf,left,mph,GMT,agenda.salon.ships,Birmingham,England,"Aston University, Nova Scotia Street, Vauxhall, B4, United Kingdom"
1192,6584,0,NULL,NULL,NULL,NULL,-36.853,174.766,NZD,rckq2gj58t4vhebgmwby,left,km/h,NZDT,hangs.string.teeth,Auckland,Auckland,"Auckland University of Technology, Airedale Street, Auckland Central, Auckland 1010, New Zealand"
1193,6585,0,NULL,NULL,NULL,NULL,-28.0731,153.417,AUD,r7j0717n8bcsffdkf086,left,km/h,AEST,feel.orchestra.snail,"Gold Coast",Queensland,"Bond University, Ring Road, Robina QLD 4227, Australia"
1194,6586,0,NULL,NULL,NULL,NULL,35.6279,140.103,JPY,xn7dsju5rk5ykj1e6tf7,left,km/h,JST,connects.deeply.vast,Chiba,"Chiba Prefecture","Chiba University, 文教通り, Inage Ward, Chiba, Chiba Prefecture 260-0033, Japan"
1195,6587,0,NULL,NULL,NULL,NULL,40.5707,-105.085,USD,9xjqb9xjhz1pjw9ys4d6,right,mph,MST,yoga.maker.crust,"Fort Collins",Colorado,"Colorado State University, South College Avenue, Fort Collins, CO 80524-3714, United States of America"
1196,6588,0,NULL,NULL,NULL,NULL,3.07895,101.733,MYR,w283dbx2pjtc8p0gm1fs,left,km/h,+08,nitrate.animate.drivers,"Kuala Lumpur",,"UCSI University, Jalan Cerdas, Taman Connaught, 56000 Kuala Lumpur, Malaysia"
1197,6589,0,NULL,NULL,NULL,NULL,30.4424,-84.2975,USD,djkj1vb7w7hndcwnqzd3,right,mph,EST,vital.confined.played,Tallahassee,Florida,"Florida State University, 600 West College Avenue, Tallahassee, FL 32306-1058, United States of America"
1198,6590,0,NULL,NULL,NULL,NULL,35.6938,139.444,JPY,xn75j1ggrj9nt5tybm96,left,km/h,JST,educated.ships.mugs,Kunitachi,,"Hitotsubashi University, 大学通り, 北一丁目, Kunitachi, 186-0002, Japan"
1199,6591,0,NULL,NULL,NULL,NULL,43.7793,11.2463,EUR,spzcpcv28geq857bquvu,right,km/h,CET,mash.museum.sulky,,Tuscany,"Florence, Italy"
1200,6592,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1201,6593,0,NULL,NULL,NULL,NULL,55.7279,37.6078,RUB,ucftpbcny0bz1g12ypz1,right,km/h,MSK,ritual.recall.earlobe,Moscow,Moscow,"National University of Science and Technology "MISIS", Leninskiy Avenue, Бабий городок, Moscow, Russia, 111991"
1202,6594,0,NULL,NULL,NULL,NULL,24.4399,118.093,CNY,ws7gp30syz2k5nn6mdsh,right,km/h,CST,stiff.imply.veto,Xiamen,Fujian,"Xiamen University, 422 Siming South Road, Siming District, 厦门市, 361005 Fujian, China"
1203,6595,0,NULL,NULL,NULL,NULL,37.5591,127.006,KRW,wydmdj6truqh0hjr0fx7,right,km/h,KST,drew.steadily.copies,Seoul,,"Dongguk Univ., Dongho-ro, Jangchung-dong, Seoul, 04606, South Korea"
1204,6596,0,NULL,NULL,NULL,NULL,37.9879,23.7318,EUR,swbbh52zr8ebuf8ub27u,right,km/h,EET,publish.decide.worked,Athens,Attica,"National Technical University of Athens, Στουρνάρη, 104 32 Athens, Greece"
1205,6597,0,NULL,NULL,NULL,NULL,37.5521,126.941,KRW,wydm8s5sg7dh1jbne1qr,right,km/h,KST,dusts.nagging.massive,Seoul,,"Sogang University, 35 Baekbeom-ro, Daeheung-dong, Seoul, 04107, South Korea"
1206,6598,0,NULL,NULL,NULL,NULL,33.9637,-117.34,USD,9qh91ygubvturqw3mkj2,right,mph,PST,stages.rescuer.plans,Riverside,California,"University of California, Riverside, 900 University Avenue, Bannockburn Village, Riverside, CA 92521, United States of America"
1207,6599,0,NULL,NULL,NULL,NULL,44.8404,-0.5805,EUR,ezzx4fcq3rggd2z1cww4,right,km/h,CET,knitted.improve.data,,Aquitaine,"Bordeaux, Gironde, France"
1208,6600,0,NULL,NULL,NULL,NULL,54.6829,25.2879,EUR,u99zp6wnfwjeb3cps28d,right,km/h,EET,flows.bracelet.sending,Vilnius,"Vilnius County","Vilnius University, Pilies Street, 01403 Vilnius, Lithuania"
1209,6601,0,NULL,NULL,NULL,NULL,39.2524,-76.7089,USD,dqcrq3wm8tkvrfn2mgun,right,mph,EST,extend.return.thanks,,Maryland,"University of Maryland Baltimore County, 1000 Hilltop Circle, Catonsville, MD 21250, United States of America"
1210,6602,0,NULL,NULL,NULL,NULL,44.5631,-123.284,USD,9rbmd87qs7expqbud176,right,mph,PST,riding.catch.intervals,Corvallis,Oregon,"Oregon State University, Southwest Jefferson Avenue, Corvallis, OR 97331, United States of America"
1211,6603,0,NULL,NULL,NULL,NULL,39.9809,116.341,CNY,wx4erqkcv7ckcpgxsheg,right,km/h,CST,shaver.animated.mailer,"Haidian District",Beijing,"Beihang University, 37 Xueyuan Road, Huayuanlu Subdistrict, 100083 Beijing, China"
1212,6604,0,NULL,NULL,NULL,NULL,45.5702,-122.637,USD,c20g1rf3ud52b74j09q4,right,mph,PST,pillow.darker.same,Portland,Oregon,"Concordia University, 2811 Northeast Holman Street, Portland, OR 97211, United States of America"
1213,6606,0,NULL,NULL,NULL,NULL,51.6081,-3.9774,GBP,gcjjt6zwxztfvmc5gb2d,left,mph,GMT,spared.elite.frog,Swansea,Wales,"Swansea University, Mumbles Road, Swansea, SA2 0AU, United Kingdom"
1214,6607,0,NULL,NULL,NULL,NULL,37.5855,127.005,KRW,wydmf44p4pyk13vs8xg9,right,km/h,KST,sketches.complain.warns,Seoul,,"The Catholic University of Korea Songsin Campus, 296-12 Changgyeonggung-ro, Samseon-dong, Seoul, 03075, South Korea"
1215,6608,0,NULL,NULL,NULL,NULL,39.9902,116.353,CNY,wx4erxvzcrzcbumdfk91,right,km/h,CST,knots.washing.provider,"Haidian District",Beijing,"University of Science and Technology Beijing, 30号 Xueyuan Road, 100083 Beijing, China"
1216,6609,0,NULL,NULL,NULL,NULL,42.3665,-71.258,USD,drt342x6zcc2yqufhqd3,right,mph,EST,whilst.overstated.bottles,,Massachusetts,"Brandeis University, 415 South Street, Waltham, MA 02453, United States of America"
1217,6610,0,NULL,NULL,NULL,NULL,4.62877,-74.0636,COP,d2g66dss82dcghckhqmp,right,km/h,-05,piano.minority.gaps,Bogota,,"Pontificia Universidad Javeriana, Avenida Carrera 5, Chapinero, 110231 Bogota, Colombia"
1218,6611,0,NULL,NULL,NULL,NULL,36.3693,120.674,CNY,wwmycuzfzc8rq2mn9zu2,right,km/h,CST,delved.examined.kingpins,Jimo,Shandong,"Shandong University, 蓝谷路, 266200 Shandong, China"
1219,6613,0,NULL,NULL,NULL,NULL,-33.7702,150.731,AUD,r3gpvuqf8cqyp0hftq4w,left,km/h,AEDT,hacking.sooner.smile,Sydney,"New South Wales","Western Sydney University, Kearney Avenue, Kingswood NSW 2747, Australia"
1220,6614,0,NULL,NULL,NULL,NULL,35.3333,139.618,JPY,xn73104xm3mjevnzuk6x,left,km/h,JST,devotion.flanked.briefer,Yokohama,"Kanagawa Prefecture","Yokohama city university, 東西自由通路 西側階段, Kanazawa Ward, Yokohama, Kanagawa Prefecture 231-0017, Japan"
1221,6616,0,NULL,NULL,NULL,NULL,33.9404,-83.373,USD,dnh9nf9t74kf0fkgwzrv,right,mph,EST,frames.stutter.snooze,Athens,Georgia,"University of Georgia, Athens, Georgia, United States of America"
1222,6617,0,NULL,NULL,NULL,NULL,28.5847,77.1636,INR,ttnfegsvccyb67kpk3zw,left,km/h,IST,interlude.mimic.disarmed,"New Delhi",Delhi,"University of Delhi South Campus, Benito Juarez Marg, Delhi Cantonment, New Delhi - 110021, Delhi, India"
1223,6618,0,NULL,NULL,NULL,NULL,1.29617,103.85,SGD,w21z75vq9rjnfrb3rvkv,left,km/h,+08,crib.tummy.people,Singapore,,"Singapore Management University, 81 Victoria Street, Singapore 188065, Singapore"
1224,6619,0,NULL,NULL,NULL,NULL,54.3213,10.1349,EUR,u1xjn8uh8jceqfp8rf1m,right,km/h,CET,scarred.fool.toggle,,Schleswig-Holstein,"Kiel, Schleswig-Holstein, Germany"
1225,6620,0,NULL,NULL,NULL,NULL,56.1451,-3.91739,GBP,gcvpqugmn056yztqr8n6,left,mph,GMT,lifted.premature.performs,Stirling,Scotland,"University of Stirling, Sheriffmuir Road, Stirling, FK9 4LN, United Kingdom"
1226,6622,0,NULL,NULL,NULL,NULL,4.59525,-74.0683,COP,d2g64s914xg70s6vtu9b,right,km/h,-05,possibly.stuck.will,Bogota,,"Universidad Externado de Colombia, Calle 12, UPZ La Candelaria, 111711 Bogota, Colombia"
1227,6624,0,NULL,NULL,NULL,NULL,4.38072,100.98,MYR,w0zbcv7pt9e47g6253np,left,km/h,+08,folder.impassive.staffed,,Perak,"Petronas, Perak Tengah, 32610 Seri Iskandar, Perak, Malaysia"
1228,6625,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
