sno,uni_fk,aqi,co,no2,so2,nh3,latitude,longitude,currency,geohash,drive_in,speed_in,timezone,what3words,city,state,address
1544,6962,0,NULL,NULL,NULL,NULL,39.9542,116.307,CNY,wx4eq9kqn4mtqfww5pfx,right,km/h,CST,bright.freshen.referral,"Haidian District",Beijing,"Beijing Foreign Studies University, 西三环, 100872 Beijing, China"
1545,6963,0,NULL,NULL,NULL,NULL,33.6737,35.4602,LBP,svcpwfj7c8sn1mkphkbu,right,km/h,EET,harvesting.hippest.powering,,"Mount Lebanon Governorate","Beirut Arab University, Hajji, Dahr El Aaqline 11072809, Lebanon"
1546,6964,0,NULL,NULL,NULL,NULL,53.9217,27.5923,BYN,u9edgbhh6wj5ejqmw2x6,right,km/h,+03,meaning.only.contexts,Minsk,,"Belarus, 220013 Minsk, Belarusian National Technical University"
1547,6965,0,NULL,NULL,NULL,NULL,-6.20037,106.785,IDR,qqgutzqb1pu8uqg9m6t2,left,km/h,WIB,clocks.symphony.scrum,"Jakarta Special Capital Region",,"BINUS (Bina Nusantara) University Syahdan Campus, Jalan KH. Syahdan 9, Palmerah, Jakarta Special Capital Region 11480, Indonesia"
1548,6966,0,NULL,NULL,NULL,NULL,42.0878,-75.9707,USD,dr3zrjzg5q98gfvx44qc,right,mph,EST,central.heights.nutmeg,Binghamton,"New York","State University of New York at Binghamton, 4400 Vestal Parkway East, Binghamton, NY 13902, United States of America"
1549,6967,0,NULL,NULL,NULL,NULL,28.3587,75.5883,INR,ttjc2499nn28s2g5eyqn,left,km/h,IST,hourglass.catch.umbrellas,,Rajasthan,"Birla Institute of Technology and Science - BITS, T-lawns, Jhunjhunun, Pilani - 333031, Rajasthan, India"
1550,6968,0,NULL,NULL,NULL,NULL,52.4863,-1.91141,GBP,gcqdsdb4v0b52ph9kjsk,left,mph,GMT,bake.vines.bother,Birmingham,England,"Birmingham City University School of Jewellery, Vittoria Street, Aston, B1 3PA, United Kingdom"
1551,6969,0,NULL,NULL,NULL,NULL,47.4784,19.0577,HUF,u2mw1ejmuyyw9109jh95,right,km/h,CET,flock.shock.declining,Budapest,,"Budapest University of Technology and Economics, Budapest, Szent Gellért tér, 1111, Hungary"
1552,6970,0,NULL,NULL,NULL,NULL,51.2792,1.09023,GBP,u10g8z1fuhphf8srr7m0,left,mph,GMT,arrive.tune.stow,Canterbury,England,"Canterbury Christ Church University, St. Martin's Road, Canterbury, CT1 1QP, United Kingdom"
1553,6971,0,NULL,NULL,NULL,NULL,33.6497,73.1549,PKR,ttup2ttz9wjyb3kc2fnu,left,km/h,PKT,provide.microchip.cherry,,"Islamabad Capital Territory","COMSATS Institute of Information Technology, Comsats parking, Chak Shehzad 45550, Pakistan"
1554,6972,0,NULL,NULL,NULL,NULL,47.4863,19.0581,HUF,u2mw1stevbkd9h0fkymd,right,km/h,CET,churn.tomorrow.packet,Budapest,,"Corvinus University of Budapest, Budapest, Fővám tér 8, 1093, Hungary"
1555,6974,0,NULL,NULL,NULL,NULL,50.088,14.4208,CZK,u2fkbnhzup6hbddqks74,right,km/h,CET,waiters.tugging.stapled,,"Hlavní město Praha","Prague, Hlavní město Praha, Czech Republic"
1556,6975,0,NULL,NULL,NULL,NULL,14.5643,120.993,PHP,wdw4c72e6khuyubyj2x9,right,km/h,PST,jiggle.donates.meant,Manila,,"The Museum at De La Salle University-Manila, Taft Avenue, Manila, 1004, Philippines"
1557,6976,0,NULL,NULL,NULL,NULL,52.6301,-1.13984,GBP,gcr5qj1brdrnhuuz709n,left,mph,GMT,nest.heads.fits,Leicester,England,"De Montfort University, Southgates Underpass, Leicester, LE1 5SH, United Kingdom"
1558,6977,0,NULL,NULL,NULL,NULL,-6.19646,106.849,IDR,qqguxrvnzx8nw5ju7jpx,left,km/h,WIB,smallest.monkey.insects,"Jakarta Special Capital Region",,"University of Persada Indonesia Y.A.I, Jalan Pangeran Diponegoro, Senen, Jakarta Special Capital Region 10340, Indonesia"
1559,6978,0,NULL,NULL,NULL,NULL,35.9542,-90.46,USD,9yrst9309bms2qc3uey9,right,mph,CST,applaud.coverings.curries,,Arkansas,"State University, Arkansas, United States of America"
1560,6979,0,NULL,NULL,NULL,NULL,55.9337,-3.21151,GBP,gcvwnymmq7pt3vxc6cf8,left,mph,GMT,probe.port.awards,"City of Edinburgh",Scotland,"Napier University, Colinton Road, City of Edinburgh, EH10 5DP, United Kingdom"
1561,6980,0,NULL,NULL,NULL,NULL,18.4833,-69.9333,DOP,d7q30su15q3whsgqpesx,right,km/h,AST,teachers.depend.tractor,,Nacional,"Nacional, Dominican Republic"
1562,6982,0,NULL,NULL,NULL,NULL,40.8613,-73.8901,USD,dr72qwdf4fkrr4qr83eh,right,mph,EST,crib.aims.showed,"New York","New York","Fordham University, East Fordham Road, New York, NY 10458, United States of America"
1563,6983,0,NULL,NULL,NULL,NULL,54.3709,18.6172,PLN,u3tjr9ut72jk74zpuky6,right,km/h,CET,monument.toast.spine,Gdansk,"Pomeranian Voivodeship","Gdańsk University of Technology, Stanisława Konarskiego, 80-233 Gdansk, Poland"
1564,6984,0,NULL,NULL,NULL,NULL,38.8313,-77.308,USD,dqchbv40cm1v922uxcdx,right,mph,EST,teller.motorbike.soprano,,Virginia,"George Mason University, 4400 University Drive, George Mason, Fairfax County, VA 22030, United States of America"
1565,6985,0,NULL,NULL,NULL,NULL,31.7768,35.8023,JOD,sv9ky8y3n894tth5x956,right,km/h,EET,footprints.racers.fathomless,,Amman,"German Jordanian University, Madaba Al-Gharbi Street, 17110 Qaryat al Jureina, Jordan"
1566,6986,0,NULL,NULL,NULL,NULL,55.8675,-4.25025,GBP,gcuvz635d4e3fsxe3sk6,left,mph,GMT,glove.affair.zones,Glasgow,Scotland,"Glasgow Caledonian University, Dobbie's Loan, Glasgow, G4 0HS, United Kingdom"
1567,6987,0,NULL,NULL,NULL,NULL,39.8674,32.7355,TRY,sxp6bcthxye6w83qtssj,right,km/h,+03,prom.land.tanked,,Ankara,"Hacettepe University, Şehit Mustafa Tayyarcan Caddesi, 06800 Çankaya, Turkey"
1568,6988,0,NULL,NULL,NULL,NULL,41.0132,28.9638,TRY,sxk9744z2w92wdk2km3y,right,km/h,+03,revision.bedroom.vocal,Istanbul,Istanbul,"İstanbul University, Besim Ömerpaşa Caddesi, 34116 Fatih, Turkey"
1569,6989,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1570,6990,0,NULL,NULL,NULL,NULL,13.8483,100.568,THB,w4rwb2zpcwed09g5z97d,left,km/h,+07,helm.ignoring.styled,Bangkok,Bangkok,"Kasetsart University, 50, Ngam Wong Wan Road, Kaset, Chatuchak District, Bangkok 10900, Thailand"
1571,6991,0,NULL,NULL,NULL,NULL,43.2437,76.9208,KZT,txwwn27bzg36s9v608w1,right,km/h,+06,pumpkin.hems.poet,Almaty,,"Kazakhstan, 000222 Almaty, Muratbaev Street, 200, Kazakh Ablai Khan University of International Relations and World Languages"
1572,6992,0,NULL,NULL,NULL,NULL,41.1444,-81.3398,USD,dpq4j445hxhnc110puq7,right,mph,EST,curvy.tuck.fines,,Ohio,"Kent State University, Haymaker Parkway, Kent, OH 44242-0001, United States of America"
1573,6993,0,NULL,NULL,NULL,NULL,16.4592,102.812,THB,w6cjes33tnfseujg4tgk,left,km/h,+07,linen.list.blushes,,"Khon Kaen Province","Khon Kaen University, Ban Non Muang, Soi 2, KKU Wora Residence, Khon Kaen Province 40002, Thailand"
1574,6994,0,NULL,NULL,NULL,NULL,26.3977,50.183,SAR,thewjvw1s6rhmkqvtkt5,right,km/h,+03,bliss.havens.output,"Dammam Governorate","Eastern Region","University of Dammam, King Faisal Road, Dammam Governorate 31421, Saudi Arabia"
1575,6995,0,NULL,NULL,NULL,NULL,13.6518,100.494,THB,w4rmwv1z3zbrmgcftqy8,left,km/h,+07,bars.regard.stuns,,Bangkok,"King Mongkut's University of Technology, Thonburi, Pracha Uthit 34, Bang Mot Subdistrict, Bangkok 10140, Thailand"
1576,6996,0,NULL,NULL,NULL,NULL,29.3443,48.0834,KWD,tj4nyjvq8m01kzmg7pb5,right,km/h,+03,harder.breezy.belong,,Hawalli,"American University of Kuwait, Salmiya, Salem Al-Mubarak Street Lane 22, Kuwait"
1577,6997,0,NULL,NULL,NULL,NULL,35.0488,135.782,JPY,xn0x3u3q72c9sy4feg5w,left,km/h,JST,bets.devours.travels,Kyoto,"Kyoto Prefecture","Kyoto Institute of Technology, 高野川北泉橋, Sakyo Ward, Kyoto, Kyoto Prefecture 606-8107, Japan"
1578,6999,0,NULL,NULL,NULL,NULL,53.4123,-2.98097,GBP,gcmzu5mm47mxurkv359u,left,mph,GMT,supply.decks.clash,Liverpool,England,"Liverpool John Moores University City Campus, 3 Byrom Street, Liverpool, L3 3AF, United Kingdom"
1579,7001,0,NULL,NULL,NULL,NULL,43.0389,-87.9316,USD,dp9kz4fpw0j0m9wxwc4e,right,mph,CST,ocean.drips.cake,Milwaukee,Wisconsin,"Marquette University, 1250 West Wisconsin Avenue, Milwaukee, WI 53233, United States of America"
1580,7002,0,NULL,NULL,NULL,NULL,39.5094,-84.7312,USD,dp58zbkxhcxvk4vhrg7b,right,mph,EST,royal.cargo.pots,,Ohio,"Miami University, Tallawanda Lane, Oxford Township, OH 45056, United States of America"
1581,7003,0,NULL,NULL,NULL,NULL,51.5903,-0.229632,GBP,gcpv6z8z30mv4n3b4d29,left,mph,GMT,hoping.office.retain,London,England,"Middlesex University, Church End, London, NW4 4JU, United Kingdom"
1582,7004,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1583,7005,0,NULL,NULL,NULL,NULL,33.3644,44.4072,IQD,svztf9b3esjfnrdy8kkt,right,km/h,+03,sheep.steered.shields,Baghdad,"Baghdad Governorate","Al-Rafidain University College, Al-Rusafa District, شارع ابن تيمية, Baghdad, 10064, Iraq"
1584,7006,0,NULL,NULL,NULL,NULL,35.1573,136.925,JPY,xn325b1vuqmmy9j1ct49,left,km/h,JST,bandage.skipped.pancake,Nagoya,"Aichi Prefecture","Nagoya Institute of Technology, Wakamiya ōdōri, Naka Ward, Nagoya, Aichi Prefecture 466-8555, Japan"
1585,7007,0,NULL,NULL,NULL,NULL,23.5631,120.475,TWD,wsjwj3x2c3mt0fxwrzyz,right,km/h,CST,primers.imitates.soprano,,"Taiwan Province","National Chung Cheng University, 168 Daxue Road Section 1, Sanxing Village, Minxueng Township 62102, Taiwan"
1586,7008,0,NULL,NULL,NULL,NULL,53.0212,18.5688,PLN,u3mjws1qu94vjb7er10d,right,km/h,CET,scowls.chilled.limbs,Toruń,"Kuyavian-Pomeranian Voivodeship","Nicolaus Copernicus University, Karola Olszewskiego, 87-119 Toruń, Poland"
1587,7009,0,NULL,NULL,NULL,NULL,33.9508,35.6148,LBP,sy134ktcvsnxmvuqgnw1,right,km/h,EET,private.spice.likes,,"Keserwan-Jbeil Governorate","Notre Dame University-Louaize, A8, Zouk Mosbeh 4886, Lebanon"
1588,7010,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
1589,7011,0,NULL,NULL,NULL,NULL,39.323,-82.1027,USD,dnvxeww9hgqbp4kq913s,right,mph,EST,buns.globe.hotel,,Ohio,"Ohio University, Monticello Drive, Athens, OH 45701, United States of America"
1590,7012,0,NULL,NULL,NULL,NULL,41.109,16.8785,EUR,srk1b5dt47551nsp0qj0,right,km/h,CET,keepers.flux.hamper,Bari,Apulia,"Politecnico di Bari, Via Edoardo Orabona, 70126 Bari BA, Italy"
1591,7013,0,NULL,NULL,NULL,NULL,-0.210137,-78.4917,USD,6rbnvcspf5d7vwzztzbf,right,km/h,-05,rents.devours.drill,Quito,Pichincha,"PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR, Avenida 12 de Octubre, 170523, Quito, Ecuador"
1592,7014,0,NULL,NULL,NULL,NULL,-30,-53.5,BRL,6f9vqddmrdst7ftjkfxm,right,km/h,BRT,bailer.bashfully.raisins,,"Rio Grande do Sul","Rio Grande do Sul, Brazil"
1593,7015,0,NULL,NULL,NULL,NULL,52.4035,16.9512,PLN,u3k41ez2pngntwsx8grg,right,km/h,CET,cricket.discouraged.edges,Poznań,"Greater Poland Voivodeship","Poznań University of Technology, Berdychowo, 61-965 Poznań, Poland"
1594,7016,0,NULL,NULL,NULL,NULL,7.00966,100.496,THB,w1pryu4fjx3bb5nbhh13,left,km/h,+07,ankle.bronzed.under,,"Songkhla Province","Prince of Songkla University, ถนนวิทย์วิถี, Kho Hong, Songkhla Province 90112, Thailand"
1595,7017,0,NULL,NULL,NULL,NULL,32.0231,35.8768,JOD,sv9w0msevew3xrexfddk,right,km/h,EET,tribal.stiff.elephant,,Amman,"Princess Sumaya University for Technology, Ahmad Al-Tarawneh Street, 0962 Al-Jami'ah Sub-District, Jordan"
1596,7018,0,NULL,NULL,NULL,NULL,-33.3142,26.5164,ZAR,kd4f7rkdv8gwgsdubprw,left,km/h,SAST,venue.garage.mistaken,"Makhanda (Grahamstown)","Eastern Cape","Rhodes University, Huntley Street, Makana Ward 12, Makhanda (Grahamstown), 6139, South Africa"
1597,7019,0,NULL,NULL,NULL,NULL,56.9537,24.0551,EUR,ud1h52h7msdjdr77vxcf,right,km/h,EET,whistle.emails.stunning,Riga,Vidzeme,"Rīga Stradiņš University, Dārza iela, Riga, Latvia"
1598,7020,0,NULL,NULL,NULL,NULL,35.7313,139.703,JPY,xn77708q513hvnb06b6f,left,km/h,JST,shots.sweat.nibbles,Toshima,,"St. Paul's University, Rikkyo-dori, Nishi-Ikebukuro 5-chome, Toshima, 171-0014, Japan"
1599,7021,0,NULL,NULL,NULL,NULL,35.0333,135.725,JPY,xn0x23xggv8n71y21pqm,left,km/h,JST,object.conclude.calculating,Kyoto,"Kyoto Prefecture","Ritsumeikan University, Kinugasa Utano line, Kita Ward, Kyoto, Kyoto Prefecture 603-8577, Japan"
1600,7022,0,NULL,NULL,NULL,NULL,43.6583,-79.3789,CAD,dpz83ey00vx3m1x53jsh,right,km/h,EST,promise.used.goggle,Toronto,Ontario,"Ryerson University, Gould Street, Toronto, ON M5B 2L1, Canada"
1601,7023,0,NULL,NULL,NULL,NULL,35.8616,139.604,JPY,xn7k0b2v48u7f208vs0b,left,km/h,JST,surprise.surfaces.declining,Saitama,"Saitama Prefecture","Saitama University, Saitama-Konosu Line, Sakura Ward, Saitama, Saitama Prefecture 338-0835, Japan"
1602,7024,0,NULL,NULL,NULL,NULL,32.7762,-117.073,USD,9mudrytyfm9xgbts0w03,right,mph,PST,below.give.agreed,"San Diego",California,"San Diego State University, 1 Campanile Mall, Del Cerro, San Diego, CA 92182, United States of America"
1603,7025,0,NULL,NULL,NULL,NULL,18.5528,73.8266,INR,tek3xcqyjhu3x7dv6u7h,left,km/h,IST,robe.genius.backlog,Pune,Maharashtra,"Savitribai Phule Pune University (SPPU), Baner Road, Model Colony, Pune - 411007, Maharashtra, India"
1604,7026,0,NULL,NULL,NULL,NULL,37.6324,127.079,KRW,wydq5fb2y5sc59ue1quv,right,km/h,KST,sleeps.middle.dusted,Seoul,,"Seoul National University of Science and Technology, Gongneung-ro 51-gil, Gongneung 2(i)-dong, Seoul, 01834, South Korea"
1605,7027,0,NULL,NULL,NULL,NULL,-7.2827,112.796,IDR,qw8nwdpr1z1tv8rnt56j,left,km/h,WIB,exile.dentistry.gasp,Surabaya,"East Java","Sepuluh Nopember Institute of Technology, Jalan Keputih Perintis I A, Keputih, Surabaya 60111, East Java, Indonesia"
1606,7028,0,NULL,NULL,NULL,NULL,35.8025,51.3933,IRR,tnke9mxkv83b99pty4kh,right,km/h,+0330,tarred.librarian.engage,Tehran,"Tehran Province","Shahid Beheshti University of Tehran (SBU), Tehran, District 1, بلال حبشی, Tehran Province, 1985858962, Iran"
1607,7029,0,NULL,NULL,NULL,NULL,31.2789,121.478,CNY,wtw3uq1svt2kcv1jwfcn,right,km/h,CST,willing.coasted.volume,"Hongkou District",,"Shanghai International Studies University, 550 West Dalian Road, 广中路街道, 200083 Hongkou District, China"
1608,7030,0,NULL,NULL,NULL,NULL,53.3821,-1.46442,GBP,gcqzwtvtk948fg9met8n,left,mph,GMT,mile.racks.sketch,Sheffield,England,"Sheffield Hallam University, Shude Hill, Sheffield, S1 2AT, United Kingdom"
1609,7031,0,NULL,NULL,NULL,NULL,29.6387,52.5245,IRR,tjm2e5x4j1bfgmt4fj7z,right,km/h,+0330,cooks.hook.drainage,Shiraz,"Fars Province","Shiraz University, Shiraz, zone 1, بلوار دانشکاه, Fars Province, 7193613511, Iran"
1610,7032,0,NULL,NULL,NULL,NULL,35.6839,139.732,JPY,xn7758jf5dkvneskg2qj,left,km/h,JST,burns.declining.running,Chiyoda,,"Sophia University, 1 Sophia-Dori, 5-chome, Chiyoda, 102-8554, Japan"
1611,7033,0,NULL,NULL,NULL,NULL,55.161,61.3702,RUB,v3g9u9b2h6dznxv3xyef,right,km/h,+05,elephant.define.mattress,Chelyabinsk,"Chelyabinsk Oblast","South Ural State University, ulitsa Kommuny, Mel'kombinat, Chelyabinsk, Chelyabinsk Oblast, Russia, 454091"
1612,7034,0,NULL,NULL,NULL,NULL,59.4393,24.7723,EUR,ud9d5swej6yyxqy6xs1b,right,km/h,EET,finders.balanced.brighter,Tallinn,,"Tallinn University, Tuukri, 10154 Tallinn, Estonia"
1613,7035,0,NULL,NULL,NULL,NULL,48.7327,21.2443,EUR,u2xj5rt8ky68z25thm2d,right,km/h,CET,embodied.void.cans,Košice,"Region of Košice","Technical University of Košice, Komenského, 042 48 Košice, Slovakia"
1614,7036,0,NULL,NULL,NULL,NULL,10,-84,CRC,d1u2bs3n4ph789c0fhkq,right,km/h,CST,anglers.formally.millennia,,,"Costa Rica"
1615,7037,0,NULL,NULL,NULL,NULL,33.5938,-101.9,USD,9tzx15wcz367xhfr9bbd,right,mph,CST,charge.pastime.poet,Lubbock,Texas,"Texas Tech University, 2500 Broadway Street, Lubbock, TX 79409, United States of America"
1616,7038,0,NULL,NULL,NULL,NULL,30.3557,76.3658,INR,ttqk9wpfs3rg7xpc502e,left,km/h,IST,moved.honeybees.army,Patiala,Punjab,"Thapar University, Nabha Road, Patiala, Patiala - 147004, Punjab, India"
1617,7039,0,NULL,NULL,NULL,NULL,57.1187,-2.13931,GBP,gfnkzq4hy81qkz2m33r9,left,mph,GMT,cards.order.plug,Aberdeen,Scotland,"Robert Gordon University, Garthdee Road, Aberdeen, AB10 7FU, United Kingdom"
1618,7040,0,NULL,NULL,NULL,NULL,35.6646,139.685,JPY,xn76fse1jdc6txgypdzt,left,km/h,JST,channel.vines.crimson,Shibuya,,"Tokai University, 東海大学通り, Tomigaya 2-chome, Shibuya, 151-0063, Japan"
1619,7041,0,NULL,NULL,NULL,NULL,35.6996,139.743,JPY,xn775fvmpysqrkf5tq4j,left,km/h,JST,hillside.indoors.doing,Shinjuku,,"Tokyo university of science, Sotobori-dori, Ichigaya-Tamachi 2-chome, Shinjuku, 162-0826, Japan"
1620,7042,0,NULL,NULL,NULL,NULL,-39.8046,-73.2508,CLP,62gvt1u3h778wctfgv2m,right,km/h,-03,quickly.recoup.junction,Valdivia,"Los Ríos Region","Universidad Austral de Chile, Leonidas Durán, Valdivia, Chile"
1621,7045,0,NULL,NULL,NULL,NULL,-33.4727,-70.6472,CLP,66jc86kpryrf86xw8ce0,right,km/h,-03,bothered.dumpy.koala,,"Santiago Metropolitan","Santiago Metropolitan, Chile"
1622,7047,0,NULL,NULL,NULL,NULL,38.9974,-3.91923,EUR,eyvjyg605pyzf9j5bcv7,right,km/h,CET,topples.edicts.crawling,"Ciudad Real","Castile-La Mancha","Universidad de Castilla-La Mancha, Avenida de los Descubrimientos, 13071 Ciudad Real, Spain"
1623,7049,0,NULL,NULL,NULL,NULL,-12.0851,-76.971,PEN,6mc70rzrnh2dqkmgzz17,right,km/h,-05,lists.beeline.invest,"Santiago de Surco",Lima,"Universidad de Lima, Javier Prado Este 4600, Santiago de Surco, Peru"
1624,7050,0,NULL,NULL,NULL,NULL,-33.4042,-70.5066,CLP,66jcgwfwjj7x7196m5b9,right,km/h,-03,jiggle.tile.spray,"Las Condes","Santiago Metropolitan Region","Universidad de Los Andes, 763 0000 Las Condes, Chile"
1625,7052,0,NULL,NULL,NULL,NULL,25.6625,-100.419,MXN,9u89fzsyfeqkzx5d97qs,right,km/h,CST,beaters.capers.hamster,Monterrey,"Nuevo León","UDEM, Callejón José Calderón 4500, 66238 Monterrey, NLE, Mexico"
1626,7053,0,NULL,NULL,NULL,NULL,38.0147,-1.16764,EUR,eyz0m2mg8pgwse6sx7h2,right,km/h,CET,unlucky.pets.certainty,Murcia,"Region of Murcia","Universidad de Murcia, Anillo Campus de Espinardo, 30100 Murcia, Spain"
1627,7054,0,NULL,NULL,NULL,NULL,43.3588,-5.8551,EUR,ezeydv0rn33kcsmvuxz8,right,km/h,CET,gushes.juniors.shops,Oviedo,Asturias,"Museo de Geología, Calle Trece Rosas, 33005 Oviedo, Spain"
1628,7055,0,NULL,NULL,NULL,NULL,21.0213,-101.253,MXN,9exzxfvf4jm4h02xyugu,right,km/h,CST,backpack.bless.dome,Guanajuato,Guanajuato,"De Puerto Rico, Villa Las Palmas, 36015 Guanajuato, GUA, Mexico"
1629,7056,0,NULL,NULL,NULL,NULL,-35.4056,-71.6347,CLP,63tn9ft5mwchf9c89ehp,right,km/h,-03,robot.forms.harmony,Talca,"Maule Region","Universidad de Talca, Calle de servicio Ruta 5, Talca, Chile"
1630,7057,0,NULL,NULL,NULL,NULL,11.0192,-74.8508,COP,d3fy8tzr37t711ed8de4,right,km/h,-05,dreaming.shins.rosette,Barranquilla,Atlántico,"Universidad del Norte, Carrera 53 Km. 5, Villa Campestre, 081007 Barranquilla, ATL, Colombia"
1631,7058,0,NULL,NULL,NULL,NULL,3.37469,-76.5325,COP,d29e4qqep2pyxb0t067n,right,km/h,-05,blessing.gent.trooper,"Perímetro Urbano Santiago de Cali","Valle del Cauca","Universidad del Valle, Plazoleta de Ingenieria, Comuna 17, 760032 Perímetro Urbano Santiago de Cali, VAC, Colombia"
1632,7059,0,NULL,NULL,NULL,NULL,-33.4507,-70.6676,CLP,66j9xymru9j54crbrg4r,right,km/h,-03,afflict.monkey.spike,Santiago,"Santiago Metropolitan Region","Universidad Diego Portales, República 180, 837 0136 Santiago, Chile"
1633,7060,0,NULL,NULL,NULL,NULL,6.2002,-75.5785,COP,d34720tqv9mnkphxt6vp,right,km/h,-05,silver.careless.crown,Medellín,Antioquia,"Universidad EAFIT, Carrera 49 7 sur - 50, Comuna 14 - El Poblado, Medellín, ANT, Colombia"
1634,7061,0,NULL,NULL,NULL,NULL,10.0002,-84.1062,CRC,d1u0yh7xwsnbuh557gyg,right,km/h,CST,corals.cleanly.allegations,Heredia,"Heredia Province","Universidad Nacional, Calle Pedro Henríquez Ureña, Heredia Province, Heredia, La India, 40101 Costa Rica"
1635,7064,0,NULL,NULL,NULL,NULL,-38.0053,-57.5705,ARS,69ppccq6vd41g7nh3hpc,right,km/h,-03,animal.mops.however,"Mar del Plata","Buenos Aires","Universidad Nacional de Mar del Plata, Deán Funes 3350, Funes y San Lorenzo, B7602 GGC Mar del Plata, Argentina"
1636,7065,0,NULL,NULL,NULL,NULL,-32.9462,-60.6367,ARS,6dhus4mdqn262d2z5mcf,right,km/h,-03,mascot.reform.starch,Rosario,"Santa Fe","Espacio Cultural Universitario (ECU), José de San Martín 750, Martin, Rosario, Argentina"
1637,7066,0,NULL,NULL,NULL,NULL,-12.0912,-77.0519,PEN,6mc5nwue3ku46qtm6kp4,right,km/h,-05,intelligible.most.coconut,"San Isidro",Lima,"Universidad Peruana Cayetano Heredia, Salaverry Avenue, Pueblo Libre, San Isidro, Peru"
1638,7067,0,NULL,NULL,NULL,NULL,8,-66,,d93jd0k72s14f5h28wc0,right,km/h,-04,eightfold.enrolling.looking,,,Venezuela
1639,7070,0,NULL,NULL,NULL,NULL,18.4833,-69.9333,DOP,d7q30su15q3whsgqpesx,right,km/h,AST,teachers.depend.tractor,,Nacional,"Nacional, Dominican Republic"
1640,7071,0,NULL,NULL,NULL,NULL,38.7491,-9.16598,EUR,eyckrqjd155wkr9bx12h,right,km/h,WET,bench.dignity.variety,Lisbon,,"Universidade Católica Portuguesa Lisboa, Eixo Norte-Sul, Lisbon, Portugal"
1641,7073,0,NULL,NULL,NULL,NULL,-15.7642,-47.8704,BRL,6vjyqdjycunhcpy74zpv,right,km/h,BRT,mailer.mixers.banter,Brasília,"Federal District","Restaurante Universitário da UnB, L3 Norte, Asa Norte, Brasília - Federal District, 70830-301, Brazil"
1642,7074,0,NULL,NULL,NULL,NULL,42.169,-8.6837,EUR,ez3zfksspj1w87jzttu0,right,km/h,CET,deliver.scam.panics,,Galicia,"Universidade de Vigo, Rúa da Fonte das Abelleiras, 36310 Vilariño, Spain"
1643,7075,0,NULL,NULL,NULL,NULL,-22.9108,-43.2366,BRL,75cm8jhp44ymdbnjmvcn,right,km/h,BRT,lime.inserted.defends,,"Rio de Janeiro","Universidade do Rio de Janeiro, Rio de Janeiro, Brazil"
1644,7076,0,NULL,NULL,NULL,NULL,-23.325,-51.2018,BRL,6gge6cgfpmz9xty5uptr,right,km/h,BRT,trainer.dashes.files,Londrina,Paraná,"Londrina State University, Rodovia Pista Lateral, Universidade, Londrina - PR, 86057-970, Brazil"
1645,7077,0,NULL,NULL,NULL,NULL,45.9725,-95.2923,USD,cbhjx942crsvvekvp9q0,right,mph,CST,brush.massage.averages,,Minnesota,"Carlos, Minnesota, United States of America"
1646,7080,0,NULL,NULL,NULL,NULL,-8.01741,-34.9478,BRL,7nx4ksrz0qrbg3rur4j0,right,km/h,-03,kings.cucumber.blinks,Recife,Pernambuco,"Universidade Federal Rural de Pernambuco - UFRPE, Rua Manuel de Medeiros, Dois Irmãos, Recife - PE, 52171-900, Brazil"
1647,7081,0,NULL,NULL,NULL,NULL,-22.8963,-43.1225,BRL,75cmdxz5mfkrgnwm5wyf,right,km/h,BRT,info.bolts.parade,Niterói,"Rio de Janeiro","Universidade Federal Fluminense, Rua 15 de Novembro, Centro, Niterói - RJ, 24030-085, Brazil"
1648,7082,0,NULL,NULL,NULL,NULL,37.4922,15.0704,EUR,sqdtqcmbn40pmr7cquvd,right,km/h,CET,splendid.slam.solved,,Sicily,"Catania, Italy"
1649,7083,0,NULL,NULL,NULL,NULL,44.8435,11.6087,EUR,srbr05t0jfg4w0v79nsp,right,km/h,CET,eating.divides.custard,,Emilia-Romagna,"Ferrara, Provincia di Ferrara, Italy"
1650,7084,0,NULL,NULL,NULL,NULL,40.6754,14.7933,EUR,sr4x2sspsmmn6j24g1pg,right,km/h,CET,album.player.hometown,,Campania,"Salerno, Provincia di Salerno, Italy"
1651,7085,0,NULL,NULL,NULL,NULL,46.0659,13.2326,EUR,u21qj459q46e6tz98h0n,right,km/h,CET,teacher.quack.saints,Udine,"Friuli-Venezia Giulia","Università degli Studi di Udine, Piazza San Cristoforo, 33100 Udine Udine, Italy"
1652,7087,0,NULL,NULL,NULL,NULL,38.132,13.3356,EUR,sqc2zmwxq1rd3n0qk9fm,right,km/h,CET,speedy.trimmer.mopped,,Sicily,"Palermo, Italy"
